,adress,city,room_type,rent,surface m2,furnish,availability,latitude,longitude,utilities,link,living_room,kitchen,shower,toilet,internet,energy_label,pets,room,geometry
94,Condorhorst,Leiden,Room,785,20,Furnished,02-05-'22 - 30-04-'23  5d,52.173264,4.503347,included,https://kamernet.nl/en/for-rent/room-leiden/condorhorst/room-2033550,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.503347 52.173264)
95,Opaalstraat,Leiden,Room,375,14,Furnished,15-04-'22 - Indefinite period  6d,52.157317,4.46528,included,https://kamernet.nl/en/for-rent/room-leiden/opaalstraat/room-2033591,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.46528 52.157317)
96,Ter Haarkade,Leiden,Room,315,12,Furnished,01-06-'22 - Indefinite period  6d,52.156302,4.474749,excluded,https://kamernet.nl/en/for-rent/room-leiden/ter-haarkade/room-2033514,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.474749 52.156302)
97,Middelweg,Leiden,Room,500,13,Furnished,23-05-'22 - 04-07-'22  6d,52.158571,4.495155,included,https://kamernet.nl/en/for-rent/room-leiden/middelweg/room-2033456,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.495155 52.158571)
98,Da Costastraat,Leiden,Studio,975,38,Furnished,03-04-'22 - Indefinite period  6d,52.156074,4.476102,included,https://kamernet.nl/en/for-rent/studio-leiden/da-costastraat/studio-2033439,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.476102 52.156074)
99,Hoge Rijndijk,Leiden,Room,565,24,Unfurnished,01-05-'22 - Indefinite period  1w,52.153704,4.52062,included,https://kamernet.nl/en/for-rent/room-leiden/hoge-rijndijk/room-2033312,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.52062 52.153704)
100,Prins Frederikstraat,Leiden,Room,376,10,Unfurnished,01-05-'22 - Indefinite period  1w,52.164912,4.49538,included,https://kamernet.nl/en/for-rent/room-leiden/prins-frederikstraat/room-2033164,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.49538 52.164912)
101,Schipholweg,Leiden,Studio,615,17,Furnished,01-01-'22 - Indefinite period  08 jan '21,52.169233,4.488538,excluded,https://kamernet.nl/en/for-rent/studio-leiden/schipholweg/studio-1867214,Unknown,Own,Own,Own,Yes,Unknown,No,1,POINT (4.488538 52.169233)
102,Klikspaanweg,Leiden,Room,275,10,Uncarpeted,01-05-'22 - Indefinite period  1w,52.153139,4.471976,included,https://kamernet.nl/en/for-rent/room-leiden/klikspaanweg/room-2032906,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.471976 52.153139)
103,Beethovenlaan,Leiden,Room,370,12,Uncarpeted,01-05-'22 - Indefinite period  1w,52.140085,4.473591,included,https://kamernet.nl/en/for-rent/room-leiden/beethovenlaan/room-2032955,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.473591 52.140085)
104,President Steinstraat,Leiden,Room,370,15,Unfurnished,01-05-'22 - Indefinite period  1w,52.16188,4.479318,included,https://kamernet.nl/en/for-rent/room-leiden/president-steinstraat/room-2032962,Unknown,Shared,Shared,Shared,No,F,2,1,POINT (4.479318 52.16188)
105,Pelikaanhof,Leiden,Room,320,11,Uncarpeted,28-04-'22 - Indefinite period  1w,52.161297,4.496739,included,https://kamernet.nl/en/for-rent/room-leiden/pelikaanhof/room-2032642,Unknown,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.496739 52.161297)
106,Oude Singel,Leiden,Room,600,18,Unfurnished,30-03-'22 - Indefinite period  1w,52.162602,4.492359,included,https://kamernet.nl/en/for-rent/room-leiden/oude-singel/room-2032595,Unknown,Own,Shared,Shared,Yes,Unknown,3,1,POINT (4.492359 52.162602)
107,Klikspaanweg,Leiden,Room,300,12,Uncarpeted,12-04-'22 - Indefinite period  2w,52.153139,4.471976,included,https://kamernet.nl/en/for-rent/room-leiden/klikspaanweg/room-2032481,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.471976 52.153139)
108,Kloosterpoort,Leiden,Room,429,54,Furnished,08-06-'22 - 22-08-'22  2w,52.157554,4.496179,included,https://kamernet.nl/en/for-rent/room-leiden/kloosterpoort/room-2032214,Shared,Shared,Shared,Shared,Yes,Unknown,1,3,POINT (4.496179 52.157554)
109,Groenesteeg,Leiden,Room,365,12,Uncarpeted,01-04-'22 - Indefinite period  2w,52.157645,4.500155,included,https://kamernet.nl/en/for-rent/room-leiden/groenesteeg/room-2032206,Unknown,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.500155 52.157645)
110,Hoge Rijndijk,Leiden,Studio,995,23,Furnished,01-05-'22 - 30-04-'24  2w,52.155231,4.51142,included,https://kamernet.nl/en/for-rent/studio-leiden/hoge-rijndijk/studio-2032141,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (4.51142 52.155231)
111,Flanorpad,Leiden,Room,290,13,Uncarpeted,10-04-'22 - Indefinite period  2w,52.170479,4.476132,included,https://kamernet.nl/en/for-rent/room-leiden/flanorpad/room-2031609,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.476132 52.170479)
112,Soembastraat,Leiden,Room,450,14,Unfurnished,01-04-'22 - Indefinite period  2w,52.165514,4.514217,included,https://kamernet.nl/en/for-rent/room-leiden/soembastraat/room-2031572,Shared,Shared,Shared,Shared,Yes,A,3,1,POINT (4.514217 52.165514)
113,Vestestraat,Leiden,Room,360,16,Unfurnished,15-04-'22 - Indefinite period  2w,52.157195,4.498704,included,https://kamernet.nl/en/for-rent/room-leiden/vestestraat/room-2031472,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.498704 52.157195)
114,Kaiserstraat,Leiden,Room,360,14,Unfurnished,01-05-'22 - Indefinite period  2w,52.155549,4.486476,included,https://kamernet.nl/en/for-rent/room-leiden/kaiserstraat/room-2031374,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.486476 52.155549)
115,Decimastraat,Leiden,Apartment,615,16,Uncarpeted,22-03-'22 - Indefinite period  3w,52.162365,4.507745,included,https://kamernet.nl/en/for-rent/apartment-leiden/decimastraat/apartment-2031141,Shared,Shared,Shared,Shared,Yes,Unknown,No,4,POINT (4.507745 52.162365)
116,Lange Scheistraat,Leiden,Apartment,975,60,Furnished,17-03-'22 - Indefinite period  3w,52.163189,4.488005,excluded,https://kamernet.nl/en/for-rent/apartment-leiden/lange-scheistraat/apartment-2030246,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.488005 52.163189)
117,Klikspaanweg,Leiden,Room,320,12,Uncarpeted,17-03-'22 - Indefinite period  3w,52.153139,4.471976,included,https://kamernet.nl/en/for-rent/room-leiden/klikspaanweg/room-2030182,Shared,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.471976 52.153139)
118,Bachstraat,Leiden,Apartment,1000,40,Unfurnished,15-04-'22 - Indefinite period  3w,52.145058,4.475287,included,https://kamernet.nl/en/for-rent/apartment-leiden/bachstraat/apartment-2030075,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.475287 52.145058)
119,Nieuwe Rijn,Leiden,Apartment,865,55,Uncarpeted,01-04-'22 - Indefinite period  4w,52.157246,4.493383,included,https://kamernet.nl/en/for-rent/apartment-leiden/nieuwe-rijn/apartment-2028994,Own,Own,Own,Own,Unknown,Unknown,No,2,POINT (4.493383 52.157246)
120,Schipholweg,Leiden,Studio,615,17,Furnished,01-01-'22 - Indefinite period  08 jan '21,52.169233,4.488538,excluded,https://kamernet.nl/en/for-rent/studio-leiden/schipholweg/studio-1867214,Unknown,Own,Own,Own,Yes,Unknown,No,1,POINT (4.488538 52.169233)
121,Steenschuur,Leiden,Apartment,795,45,Unfurnished,01-04-'22 - Indefinite period  4w,52.156156,4.492153,excluded,https://kamernet.nl/en/for-rent/apartment-leiden/steenschuur/apartment-2028993,Own,Own,Own,Own,Unknown,Unknown,No,1,POINT (4.492153 52.156156)
122,Rijn en Schiekade,Leiden,Room,300,14,Unfurnished,11-03-'22 - Indefinite period  4w,52.153217,4.481275,included,https://kamernet.nl/en/for-rent/room-leiden/rijn-en-schiekade/room-2028991,Shared,Shared,Shared,Shared,No,Unknown,More than 8,1,POINT (4.481275 52.153217)
123,Borgerstraat,Leiden,Room,450,10,Uncarpeted,09-03-'22 - Indefinite period  4w,52.15833,4.475836,excluded,https://kamernet.nl/en/for-rent/room-leiden/borgerstraat/room-2028585,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.475836 52.15833)
124,Haarlemmerstraat,Leiden,Room,260,9,Unfurnished,01-04-'22 - Indefinite period  05 Mar,52.160555,4.496571,included,https://kamernet.nl/en/for-rent/room-leiden/haarlemmerstraat/room-2027741,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.496571 52.160555)
125,Galgewater,Leiden,Apartment,2649,80,Furnished,15-10-'21 - Indefinite period  15 okt '21,52.160837,4.483893,excluded,https://kamernet.nl/en/for-rent/apartment-leiden/galgewater/apartment-1995268,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,4,POINT (4.483893 52.160837)
126,Graan voor Visch,Hoofddorp,Room,600,35,Furnished,08-04-'22 - Indefinite period  1d,52.292297,4.692038,included,https://kamernet.nl/en/for-rent/room-hoofddorp/graan-voor-visch/room-2034643,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.692038 52.292297)
127,Graan voor Visch,Hoofddorp,Studio,675,25,Furnished,15-03-'22 - Indefinite period  2d,52.294898,4.689016,included,https://kamernet.nl/en/for-rent/studio-hoofddorp/graan-voor-visch/studio-2034469,Unknown,Own,Shared,Shared,Unknown,Unknown,No,1,POINT (4.689016 52.294898)
128,Nieuweweg,Hoofddorp,Apartment,1112,57,Unfurnished,29-04-'22 - Indefinite period  3d,52.302439,4.695861,excluded,https://kamernet.nl/en/for-rent/apartment-hoofddorp/nieuweweg/apartment-2034354,Own,Own,Own,Own,Unknown,Unknown,No,2,POINT (4.695861 52.302439)
129,J.C. Beetslaan,Hoofddorp,Room,500,14,Unfurnished,05-04-'22 - Indefinite period  4d,52.310117,4.695315,included,https://kamernet.nl/en/for-rent/room-hoofddorp/j.c.-beetslaan/room-2034133,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.695315 52.310117)
130,Catharina van Aragonlaan,Hoofddorp,Room,750,16,Furnished,01-05-'22 - Indefinite period  4d,52.293936,4.659248,included,https://kamernet.nl/en/for-rent/room-hoofddorp/catharina-van-aragonlaan/room-2033996,Shared,Shared,Shared,Shared,Yes,A,2,1,POINT (4.659248 52.293936)
131,Marktplein,Hoofddorp,Studio,875,21,Unfurnished,04-04-'22 - Indefinite period  5d,52.304201,4.694603,excluded,https://kamernet.nl/en/for-rent/studio-hoofddorp/marktplein/studio-2033607,Own,Own,Own,Own,Yes,A,No,1,POINT (4.694603 52.304201)
132,Aletta Jacobsdreef,Hoofddorp,Room,520,18,Furnished,01-05-'22 - Indefinite period  1w,52.298221,4.667165,included,https://kamernet.nl/en/for-rent/room-hoofddorp/aletta-jacobsdreef/room-2033258,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.667165 52.298221)
133,Graan voor Visch,Hoofddorp,Room,385,11,Furnished,30-04-'22 - Indefinite period  1w,52.298027,4.689794,included,https://kamernet.nl/en/for-rent/room-hoofddorp/graan-voor-visch/room-2032937,Shared,Shared,Shared,Shared,Yes,C,1,1,POINT (4.689794 52.298027)
134,Henri Didonweg,Hoofddorp,Studio,1550,60,Furnished,01-04-'22 - Indefinite period  1w,52.308536,4.648834,excluded,https://kamernet.nl/en/for-rent/studio-hoofddorp/henri-didonweg/studio-2032988,Own,Own,Own,Own,Unknown,Unknown,By mutual agreement,3,POINT (4.648834 52.308536)
135,Meeuwenstraat,Hoofddorp,Apartment,1550,60,Unfurnished,28-03-'22 - Indefinite period  2w,52.30642,4.63751,excluded,https://kamernet.nl/en/for-rent/apartment-hoofddorp/meeuwenstraat/apartment-2032259,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.63751 52.30642)
136,Soderblomstraat,Hoofddorp,Room,700,20,Furnished,19-03-'22 - Indefinite period  3w,52.303364,4.674535,included,https://kamernet.nl/en/for-rent/room-hoofddorp/soderblomstraat/room-2030504,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.674535 52.303364)
137,Poelenburg,Hoofddorp,Room,560,9,Uncarpeted,15-03-'22 - 15-03-'24  4w,52.300453,4.659633,included,https://kamernet.nl/en/for-rent/room-hoofddorp/poelenburg/room-2029884,Shared,Shared,Shared,Shared,Yes,B,3,1,POINT (4.659633 52.300453)
138,Stoholm,Hoofddorp,Room,380,20,Furnished,01-05-'22 - Indefinite period  4w,52.31579,4.668504,included,https://kamernet.nl/en/for-rent/room-hoofddorp/stoholm/room-2029533,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.668504 52.31579)
139,Hengelostraat,Almere,Room,525,13,Unfurnished,15-04-'22 - Indefinite period  New!,52.36518,5.211002,included,https://kamernet.nl/en/for-rent/room-almere/hengelostraat/room-2034944,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (5.211002 52.36518)
140,Louis de Funesstraat,Almere,Room,540,18,Furnished,01-08-'22 - Indefinite period  12h,52.3721,5.228584,included,https://kamernet.nl/en/for-rent/room-almere/louis-de-funesstraat/room-2034793,Unknown,Shared,Shared,Shared,Yes,A,5,1,POINT (5.228584 52.3721)
141,Jacques Perkstraat,Almere,Room,600,400,Uncarpeted,01-05-'22 - 01-10-'22  2d,52.358027,5.174356,included,https://kamernet.nl/en/for-rent/room-almere/jacques-perkstraat/room-2034599,Shared,Shared,Shared,Shared,Yes,A,3,22,POINT (5.174356 52.358027)
142,Strogeelstraat,Almere,Room,375,7,Uncarpeted,10-04-'22 - Indefinite period  2d,52.393893,5.298635,excluded,https://kamernet.nl/en/for-rent/room-almere/strogeelstraat/room-2034347,Shared,Shared,Shared,Shared,Yes,B,2,1,POINT (5.298635 52.393893)
143,Strogeelstraat,Almere,Room,550,10,Uncarpeted,01-06-'22 - Indefinite period  2d,52.393893,5.298635,excluded,https://kamernet.nl/en/for-rent/room-almere/strogeelstraat/room-2034357,Shared,Shared,Shared,Shared,Yes,B,2,1,POINT (5.298635 52.393893)
144,Bostuin,Almere,Room,518,18,Uncarpeted,15-05-'22 - Indefinite period  3d,52.329299,5.316869,included,https://kamernet.nl/en/for-rent/room-almere/bostuin/room-2034342,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.316869 52.329299)
145,Presidentstraat,Almere,Room,600,12,Furnished,01-04-'22 - Indefinite period  20 sep '21,52.375211,5.209852,included,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-1989403,Shared,Shared,Shared,Shared,Yes,C,3,1,POINT (5.209852 52.375211)
146,Smildestraat,Almere,Room,555,14,Furnished,15-04-'22 - Indefinite period  3d,52.370754,5.210022,included,https://kamernet.nl/en/for-rent/room-almere/smildestraat/room-2034293,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (5.210022 52.370754)
147,Smildestraat,Almere,Room,579,18,Furnished,15-04-'22 - Indefinite period  3d,52.370754,5.210022,included,https://kamernet.nl/en/for-rent/room-almere/smildestraat/room-2034291,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (5.210022 52.370754)
148,Pontianakstraat,Almere,Room,650,20,Unfurnished,16-04-'22 - Indefinite period  4d,52.397777,5.287262,included,https://kamernet.nl/en/for-rent/room-almere/pontianakstraat/room-2033880,Unknown,Own,Shared,Own,Yes,B,2,1,POINT (5.287262 52.397777)
149,Pieter van Damstraat,Almere,Room,750,16,Furnished,04-04-'22 - Indefinite period  4d,52.406678,5.2931,included,https://kamernet.nl/en/for-rent/room-almere/pieter-van-damstraat/room-2033835,Shared,Shared,Shared,Shared,Yes,Unknown,6,1,POINT (5.2931 52.406678)
150,Pieter van Damstraat,Almere,Room,650,14,Furnished,04-04-'22 - Indefinite period  4d,52.406678,5.2931,included,https://kamernet.nl/en/for-rent/room-almere/pieter-van-damstraat/room-2033831,Shared,Shared,Shared,Shared,Yes,Unknown,6,1,POINT (5.2931 52.406678)
151,Beneluxlaan,Almere,Apartment,1500,99,Furnished,04-04-'22 - Indefinite period  5d,52.348082,5.152016,included,https://kamernet.nl/en/for-rent/apartment-almere/beneluxlaan/apartment-2033812,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,5,POINT (5.152016 52.348082)
152,Jerseystraat,Almere,Apartment,1750,110,Unfurnished,04-04-'22 - Indefinite period  5d,52.399339,5.305441,excluded,https://kamernet.nl/en/for-rent/apartment-almere/jerseystraat/apartment-2033810,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,6,POINT (5.305441 52.399339)
153,Hongarijehof,Almere,Apartment,1600,116,Unfurnished,01-05-'22 - Indefinite period  5d,52.34535,5.152288,excluded,https://kamernet.nl/en/for-rent/apartment-almere/hongarijehof/apartment-2033809,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,6,POINT (5.152288 52.34535)
154,Regenboogweg,Almere,Apartment,1650,122,Unfurnished,04-04-'22 - Indefinite period  5d,52.391168,5.296648,excluded,https://kamernet.nl/en/for-rent/apartment-almere/regenboogweg/apartment-2033808,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,6,POINT (5.296648 52.391168)
155,Jan Rijksenstraat,Almere,Room,725,16,Furnished,04-04-'22 - Indefinite period  5d,52.405107,5.293072,included,https://kamernet.nl/en/for-rent/room-almere/jan-rijksenstraat/room-2033740,Shared,Shared,Shared,Shared,Yes,A,4,1,POINT (5.293072 52.405107)
156,Bostuin,Almere,Room,442,12,Uncarpeted,01-05-'22 - Indefinite period  5d,52.329299,5.316869,included,https://kamernet.nl/en/for-rent/room-almere/bostuin/room-2033725,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.316869 52.329299)
157,Beneluxlaan,Almere,Room,585,16,Unfurnished,04-04-'22 - Indefinite period  5d,52.348082,5.152016,included,https://kamernet.nl/en/for-rent/room-almere/beneluxlaan/room-2033632,Shared,Shared,Shared,Shared,Yes,A,8,1,POINT (5.152016 52.348082)
158,Jacques Perkstraat,Almere,Room,550,300,Uncarpeted,04-04-'22 - 04-09-'22  6d,52.358027,5.174356,included,https://kamernet.nl/en/for-rent/room-almere/jacques-perkstraat/room-2033519,Shared,Shared,Shared,Shared,Yes,A,3,16,POINT (5.174356 52.358027)
159,Joris Ivenslaan,Almere,Room,640,18,Furnished,02-04-'22 - 28-03-'23  1w,52.361621,5.240843,included,https://kamernet.nl/en/for-rent/room-almere/joris-ivenslaan/room-2033358,Shared,Shared,Shared,Shared,Yes,A,2,1,POINT (5.240843 52.361621)
160,Alpacastraat,Almere,Room,450,12,Furnished,01-04-'22 - Indefinite period  1w,52.384281,5.267169,included,https://kamernet.nl/en/for-rent/room-almere/alpacastraat/room-2033204,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (5.267169 52.384281)
161,Bonairepier,Almere,Room,600,20,Unfurnished,31-03-'22 - Indefinite period  1w,52.394416,5.307558,excluded,https://kamernet.nl/en/for-rent/room-almere/bonairepier/room-2032934,Shared,Shared,Shared,Shared,Yes,A,2,1,POINT (5.307558 52.394416)
162,Weegje,Almere,Studio,519,22,Furnished,01-04-'21 - Indefinite period  2w,52.389526,5.224955,included,https://kamernet.nl/en/for-rent/studio-almere/weegje/studio-2032032,Own,Own,Own,Own,Yes,A,No,2,POINT (5.224955 52.389526)
163,Wollegrasweg,Almere,Apartment,521,14,Unfurnished,01-05-'22 - Indefinite period  2w,52.382721,5.201377,included,https://kamernet.nl/en/for-rent/apartment-almere/wollegrasweg/apartment-2032025,Unknown,Shared,Shared,Shared,Yes,Unknown,No,1,POINT (5.201377 52.382721)
164,Presidentstraat,Almere,Room,600,12,Furnished,01-04-'22 - Indefinite period  20 sep '21,52.375211,5.209852,included,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-1989403,Shared,Shared,Shared,Shared,Yes,C,3,1,POINT (5.209852 52.375211)
165,Groep Werninkhof,Almere,Room,486,13,Unfurnished,25-03-'22 - Indefinite period  2w,52.380101,5.246719,included,https://kamernet.nl/en/for-rent/room-almere/groep-werninkhof/room-2031713,Own,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (5.246719 52.380101)
166,Groep Werninkhof,Almere,Room,625,25,Uncarpeted,25-03-'22 - Indefinite period  2w,52.380101,5.246719,included,https://kamernet.nl/en/for-rent/room-almere/groep-werninkhof/room-2031700,Own,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (5.246719 52.380101)
167,Ocelotplantsoen,Almere,Room,650,20,Furnished,01-11-'21 - 30-04-'22  2w,52.386747,5.273934,included,https://kamernet.nl/en/for-rent/room-almere/ocelotplantsoen/room-2031668,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (5.273934 52.386747)
168,Makassarhof,Almere,Apartment,1350,55,Unfurnished,02-05-'22 - Indefinite period  2w,52.39844,5.292767,excluded,https://kamernet.nl/en/for-rent/apartment-almere/makassarhof/apartment-2031495,Own,Own,Own,Own,Yes,A,By mutual agreement,3,POINT (5.292767 52.39844)
169,Bostuin,Almere,Room,442,12,Uncarpeted,01-04-'22 - Indefinite period  2w,52.329299,5.316869,included,https://kamernet.nl/en/for-rent/room-almere/bostuin/room-2031379,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (5.316869 52.329299)
170,James Stewartstraat,Almere,Room,600,15,Furnished,01-06-'22 - 31-12-'22  3w,52.368918,5.232614,included,https://kamernet.nl/en/for-rent/room-almere/james-stewartstraat/room-2031072,Shared,Shared,Shared,Shared,Yes,A,3,1,POINT (5.232614 52.368918)
171,Charlie Parkerstraat,Almere,Room,498,40,Unfurnished,15-04-'22 - Indefinite period  3w,52.366433,5.182283,included,https://kamernet.nl/en/for-rent/room-almere/charlie-parkerstraat/room-2030064,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2,2,POINT (5.182283 52.366433)
172,Annie M.G. Schmidtweg,Almere,Studio,1000,35,Uncarpeted,01-04-'22 - 01-04-'23  4w,52.35314,5.181868,included,https://kamernet.nl/en/for-rent/studio-almere/annie-m.g.-schmidtweg/studio-2029002,Own,Own,Own,Own,Yes,A,No,2,POINT (5.181868 52.35314)
173,Albert Michelsonstraat,Almere,Studio,775,29,Furnished,15-03-'22 - Indefinite period  05 Mar,52.356546,5.283684,included,https://kamernet.nl/en/for-rent/studio-almere/albert-michelsonstraat/studio-2027716,Own,Own,Own,Own,Yes,A,No,1,POINT (5.283684 52.356546)
